Make;Model;Manufacturing Year;Fuel Type;Engine Power (HP);Mileage (km);Number of Accidents;Market Value ($);Total Owners;Has Dashcam;Vehicles in Family;Driving Experience;ID;FIRST_NAME;LAST_NAME;AGE;HOMEKIDS;EMPLOYED;INCOME;MSTATUS;GENDER;TRAVTIME;BLUEBOOK;TIF;CAR_TYPE;RED_CAR;OLDCLAIM;CLM_FREQ;REVOKED;MVR_PTS;CLM_AMT;CAR_AGE;CLAIM_FLAG
Ford;Explorer;2009;Diesel;377;209558;1;2000;3;FALSE;3;14;322355785;;;40;0;TRUE;$101,059;TRUE;M;35;$23,780;1;Panel Truck;yes;$3,808;2;No;0;$5,047;9;1
Tesla;Model X;2011;Electric;569;177945;2;2000;2;FALSE;4;4;225280806;;;55;0;TRUE;$133,959;TRUE;F;31;$35,750;1;Pickup;no;$0;0;No;3;$0;19;0
Nissan;Rogue;2022;Diesel;271;20404;0;26459;1;TRUE;4;2;793568911;;;38;1;FALSE;$70,111;TRUE;F;62;$20,360;3;SUV;no;$0;0;No;0;$0;1;0
Toyota;Prius;2002;Petrol;208;311588;1;2000;1;FALSE;5;5;605441366;;;49;0;TRUE;$36,552;FALSE;F;13;$17,030;4;Sports Car;no;$2,938;1;No;0;$2,497;9;1
Ford;Mustang;2006;Diesel;301;250349;0;2000;2;FALSE;1;7;229386871;;;58;0;TRUE;$44,949;TRUE;M;41;$15,520;1;Minivan;no;$0;0;No;2;$0;11;0
Tesla;Model S;2012;Electric;413;168413;2;2000;4;TRUE;3;7;283545916;;;43;5;TRUE;$149,134;TRUE;M;22;$16,410;1;Minivan;yes;$4,403;1;No;0;$0;6;0
BMW;5 Series;2022;Hybrid;362;23477;0;43587;1;TRUE;3;2;464828560;;;50;0;TRUE;$116,524;TRUE;M;42;$6,500;10;Pickup;yes;$23,429;3;Yes;4;$0;9;0
Tesla;Model S;2014;Electric;795;136626;0;4729;1;FALSE;5;6;687648424;;;56;0;TRUE;$125,135;TRUE;F;66;$19,610;10;SUV;no;$4,788;2;No;1;$0;14;0
Ford;Mustang;2011;Diesel;208;176923;1;2000;2;TRUE;5;1;605606056;;;63;0;TRUE;$60,719;FALSE;F;52;$14,900;12;Sports Car;no;$0;0;No;3;$0;12;0
Volkswagen;Jetta;2000;Petrol;239;347673;0;2000;3;FALSE;3;20;58554153;;;52;0;TRUE;$31,616;FALSE;M;42;$27,290;1;Panel Truck;yes;$0;0;Yes;0;$0;1;0
Volkswagen;Tiguan;2005;Diesel;101;270515;0;2000;3;FALSE;4;6;577969505;;;25;2;TRUE;$44,516;FALSE;F;17;$8,450;1;Sports Car;no;$0;0;No;0;$864;1;1
Toyota;Corolla;2004;Hybrid;283;288087;0;2000;1;FALSE;4;15;13509551;;;48;0;TRUE;$66,960;FALSE;M;43;$13,000;1;Minivan;yes;$4,748;2;No;5;$0;10;0
Tesla;Model X;2009;Electric;939;205618;0;2000;3;FALSE;4;4;941849909;;;29;1;TRUE;$22,819;FALSE;F;12;$7,160;1;SUV;no;$4,428;2;No;1;$0;10;0
Toyota;Highlander;2005;Petrol;179;269100;0;2000;4;FALSE;5;11;381230217;;;47;0;TRUE;$0;TRUE;M;58;$6,100;1;Pickup;no;$0;0;No;2;$8,128;1;1
BMW;X5;2016;Diesel;451;100474;0;15754;1;TRUE;5;1;327656942;;;51;0;TRUE;$120,824;FALSE;F;30;$20,650;1;Minivan;no;$0;0;No;2;$0;21;0
BMW;X3;2010;Diesel;225;194368;1;2000;3;FALSE;4;10;197255933;;;50;0;TRUE;$80,472;TRUE;F;39;$34,150;13;Van;no;$8,936;4;No;2;$0;9;0
Ford;Escape;2022;Electric;225;20549;0;26445;1;TRUE;1;1;327249781;;;44;4;TRUE;$0;FALSE;F;17;$1,500;3;Sports Car;no;$2,602;3;No;8;$2,686;9;1
Tesla;Model 3;2020;Electric;974;35272;0;36621;1;FALSE;1;4;494100168;;;54;0;TRUE;$204,766;TRUE;M;34;$15,910;1;Minivan;no;$0;0;No;2;$0;15;0
Honda;Civic;2023;Diesel;277;5000;0;29500;1;TRUE;3;1;502043318;;;48;0;TRUE;$120,330;TRUE;M;36;$31,310;1;Panel Truck;no;$0;0;No;0;$0;11;0
Honda;Civic;2023;Electric;192;5000;0;29500;1;TRUE;2;1;651116330;;;38;0;TRUE;$22,746;TRUE;F;5;$26,300;6;Minivan;no;$0;0;No;0;$0;6;0
Ford;Explorer;2014;Diesel;411;137599;1;2740;1;TRUE;2;9;800805121;;;35;0;TRUE;$20,717;FALSE;M;24;$7,070;10;Pickup;yes;$5,179;2;No;0;$3,200;7;1
BMW;3 Series;2022;Electric;187;14601;0;45066;1;TRUE;1;1;378070578;;;60;2;TRUE;;FALSE;F;35;$24,640;3;SUV;no;$0;0;No;0;$0;19;0
Toyota;Camry;2013;Hybrid;225;150231;3;2000;1;TRUE;2;8;155468786;;;51;0;TRUE;$57,343;TRUE;F;30;$20,160;6;Minivan;no;$4,577;2;No;1;$0;14;0
Volkswagen;Jetta;2018;Diesel;103;70933;0;15406;1;FALSE;3;5;6889317;;;41;2;TRUE;;FALSE;M;28;$33,800;4;Panel Truck;yes;$0;0;No;3;$8,653;12;1
Chevrolet;Silverado;2021;Diesel;175;30047;0;23995;1;FALSE;1;2;174090414;;;55;0;TRUE;;TRUE;F;55;$24,110;7;Minivan;no;$4,664;3;No;5;$0;1;0
Volkswagen;Tiguan;2016;Electric;239;105627;0;8937;1;FALSE;4;1;179475206;;;57;0;TRUE;$50,295;FALSE;F;47;$10,650;10;SUV;no;$0;0;No;0;$0;15;0
Volkswagen;Tiguan;2022;Hybrid;255;20047;0;26495;1;TRUE;2;1;836945054;;;60;0;TRUE;$65,624;TRUE;F;31;$16,690;1;Minivan;no;$0;0;No;0;$6,833;;1
Chevrolet;Equinox;2009;Diesel;334;207247;1;2000;1;FALSE;3;1;119696548;;;56;2;TRUE;$23,465;TRUE;M;29;$37,010;1;Panel Truck;yes;$11,160;2;No;3;$0;;0
Toyota;Prius;2014;Petrol;153;127591;0;3740;1;TRUE;2;9;746249238;;;58;0;TRUE;$129,230;TRUE;M;21;$23,510;1;Panel Truck;yes;$9,937;1;No;2;$0;1;0
Volkswagen;Passat;2007;Petrol;108;235751;0;2000;4;FALSE;3;17;342456793;;;48;0;TRUE;;TRUE;F;35;$9,070;6;SUV;no;$0;0;No;0;$4,415;7;1
Tesla;Model 3;2018;Electric;585;80374;0;24104;1;TRUE;1;4;840326050;;;46;0;TRUE;$119,816;FALSE;M;48;$28,260;10;Panel Truck;no;$3,320;2;No;5;$38,750;13;1
Chevrolet;Malibu;2015;Diesel;403;125436;0;5456;1;TRUE;1;2;309956346;;;41;3;TRUE;$18,124;TRUE;F;30;$7,410;11;SUV;no;$0;0;No;3;$0;1;0
Chevrolet;Silverado;2014;Petrol;193;140623;2;2437;1;TRUE;4;8;371746150;;;40;0;TRUE;$8,585;FALSE;M;34;$13,540;7;Minivan;yes;$4,451;2;No;0;$0;1;0
Toyota;Highlander;2021;Electric;128;19426;0;25057;1;TRUE;1;3;655108878;;;43;2;TRUE;$90,334;FALSE;F;49;$15,350;13;SUV;no;$3,308;1;No;2;$0;13;0
Ford;F-150;2023;Hybrid;239;5000;0;29500;1;TRUE;2;1;502321635;;;41;0;TRUE;$0;FALSE;F;59;$22,070;1;Minivan;no;$0;0;No;0;$6,022;1;1
Toyota;Corolla;2013;Petrol;262;148817;0;2000;1;TRUE;3;5;468883916;;;76;0;TRUE;$46,927;FALSE;M;78;$20,750;4;Minivan;yes;$0;0;No;5;$3,589;15;1
Tesla;Model 3;2006;Electric;767;251045;0;2000;1;FALSE;5;16;85509028;;;35;2;TRUE;$54,309;FALSE;F;37;$19,150;6;Pickup;no;$32,871;1;Yes;4;$5,728;8;1
Ford;Explorer;2006;Diesel;208;246970;1;2000;2;FALSE;5;14;111510092;;;38;4;TRUE;$57,833;TRUE;M;38;$11,080;10;Pickup;yes;$0;0;No;0;$0;;0
Toyota;Camry;2014;Hybrid;182;132352;0;3264;3;TRUE;1;2;278089528;;;46;0;TRUE;$76,666;TRUE;F;60;$13,770;4;SUV;no;$0;0;No;2;$0;1;0
Tesla;Model X;2007;Electric;494;240676;1;2000;3;FALSE;4;3;634265225;;;34;1;TRUE;$29,707;TRUE;M;24;$8,020;1;Pickup;yes;$6,109;3;No;4;$4,994;18;1
Tesla;Model 3;2019;Electric;839;58726;0;30212;1;FALSE;2;3;336152797;;;58;0;TRUE;$38,259;TRUE;M;58;$11,130;1;Pickup;no;$5,712;4;No;3;$2,658;1;1
BMW;X5;2022;Electric;384;10839;0;45693;1;FALSE;2;2;211777607;;;57;1;FALSE;;TRUE;F;44;$26,030;6;Minivan;no;$30,159;3;No;0;$0;11;0
Honda;CR-V;2019;Electric;141;53765;0;18623;1;TRUE;5;5;437766066;;;58;0;TRUE;$0;TRUE;F;48;$17,160;13;Minivan;no;$3,393;1;No;3;$0;12;0
BMW;X3;2003;Petrol;342;301699;0;2000;2;FALSE;1;11;919735146;;;50;0;TRUE;$110,311;TRUE;M;28;$13,450;4;Minivan;no;$0;0;No;2;$0;15;0
Toyota;Corolla;2004;Petrol;185;282715;1;2000;3;FALSE;1;6;459231441;;;44;0;TRUE;$126,608;TRUE;F;84;$16,610;4;SUV;no;$9,869;1;No;3;$0;8;0
Volkswagen;Passat;2016;Electric;153;101869;0;9313;1;TRUE;1;6;526524770;;;55;0;TRUE;$159,826;TRUE;F;16;$22,980;11;Sports Car;no;$0;0;No;0;$0;9;0
Ford;Mustang;2021;Diesel;311;35621;0;23437;1;FALSE;4;2;895147164;;;44;2;TRUE;$39,077;TRUE;F;41;$20,990;6;Pickup;no;$0;0;No;1;$0;;0
Ford;Explorer;2000;Diesel;339;343276;2;2000;2;FALSE;1;13;318016319;;;28;4;TRUE;$3,985;TRUE;F;24;$4,700;6;SUV;no;$13,538;3;Yes;7;$0;3;0
Tesla;Model 3;2012;Electric;986;158816;1;2000;1;FALSE;4;4;71181985;;;51;0;TRUE;$30,969;TRUE;M;40;$23,650;10;Panel Truck;yes;$4,674;4;No;3;$4,688;8;1
Nissan;Pathfinder;2021;Hybrid;121;30387;0;23961;1;TRUE;2;1;665272382;;;66;0;TRUE;$92,929;TRUE;F;36;$1,500;7;Sports Car;no;$0;0;No;1;$0;16;0
Toyota;Highlander;2022;Hybrid;297;10354;0;27464;1;TRUE;3;2;875840758;;;36;3;TRUE;$0;FALSE;M;8;$1,500;4;Minivan;no;$0;0;No;0;$0;11;0
Toyota;Highlander;2012;Hybrid;150;165304;1;2000;4;FALSE;4;3;617930532;;;49;0;TRUE;$79,625;TRUE;F;25;$14,360;9;SUV;no;$0;0;No;0;$0;;0
BMW;X3;2013;Petrol;370;159264;1;2000;1;FALSE;5;9;209936567;;;34;2;TRUE;$147,734;TRUE;F;46;$19,670;6;Sports Car;no;$0;0;No;0;$0;18;0
Volkswagen;Golf;2012;Diesel;112;167132;1;2000;4;TRUE;5;2;376864921;;;52;0;TRUE;$56,919;FALSE;F;5;$12,840;9;SUV;no;$0;0;No;0;$0;14;0
Toyota;Highlander;2010;Hybrid;175;190423;1;2000;1;FALSE;3;9;860150002;;;44;0;TRUE;$67,457;TRUE;M;23;$14,480;15;Minivan;yes;$0;0;No;2;$0;12;0
Honda;CR-V;2005;Petrol;227;267575;2;2000;1;FALSE;1;4;81228703;;;38;3;TRUE;$27,027;TRUE;F;31;$12,330;4;Minivan;no;$0;0;No;2;$2,888;9;1
Toyota;Prius;2006;Petrol;260;259401;3;2000;3;FALSE;4;14;364290768;;;50;0;TRUE;$108,290;FALSE;F;23;$6,500;7;SUV;no;$4,995;1;No;7;$0;14;0
Toyota;Corolla;2007;Hybrid;141;241301;0;2000;3;FALSE;1;13;617290547;;;47;0;TRUE;$185,370;TRUE;M;54;$9,210;6;Pickup;no;$0;0;No;0;$0;17;0
Toyota;Prius;2017;Hybrid;139;85854;0;12414;1;FALSE;3;3;837902783;;;44;2;TRUE;$120,355;TRUE;F;41;$17,640;4;Minivan;no;$0;0;No;0;$0;15;0
Toyota;Prius;2016;Hybrid;184;113951;0;8104;1;TRUE;3;7;116871771;;;45;2;FALSE;$27,266;FALSE;F;23;$10,240;1;SUV;no;$0;0;Yes;5;$5,267;6;1
Toyota;Highlander;2001;Hybrid;198;332078;0;2000;4;FALSE;5;4;711954140;;;48;0;TRUE;$149,244;TRUE;M;51;$6,200;4;Minivan;yes;$0;0;No;0;$0;16;0
BMW;X5;2000;Petrol;420;343833;0;2000;2;FALSE;1;8;359968884;;;57;0;TRUE;$76,123;TRUE;M;31;$18,970;4;Van;yes;$39,529;3;No;2;$0;5;0
Honda;Accord;2015;Diesel;113;120589;0;5941;1;TRUE;3;7;940564263;;;47;0;TRUE;;TRUE;M;48;$17,760;10;Van;yes;$20,767;3;No;0;$0;19;0
Volkswagen;Tiguan;2021;Hybrid;222;33156;0;23684;1;FALSE;3;3;255379444;;;36;0;TRUE;$65,149;FALSE;F;44;$18,500;1;SUV;no;$0;0;No;0;$0;9;0
Toyota;Prius;2019;Electric;294;62417;0;17758;1;FALSE;3;2;742903652;;;49;0;TRUE;$54,108;TRUE;M;35;$23,780;7;Minivan;no;$3,911;2;No;0;$0;1;0
BMW;3 Series;2012;Petrol;226;167366;1;2000;3;TRUE;3;1;928130916;;;49;0;TRUE;$49,610;TRUE;F;71;$13,940;4;SUV;no;$0;0;No;0;$0;14;0
Volkswagen;Jetta;2002;Diesel;244;308419;0;2000;2;FALSE;4;5;559289747;;;55;0;TRUE;$155,290;TRUE;F;18;$27,120;4;Minivan;no;$0;0;No;3;$0;16;0
Toyota;Camry;2000;Hybrid;252;342567;0;2000;3;FALSE;4;23;855292358;;;39;1;TRUE;$91,164;TRUE;M;17;$19,520;4;Minivan;no;$0;0;No;1;$0;10;0
Ford;Explorer;2016;Diesel;365;109998;0;8500;1;TRUE;4;2;578066544;;;52;0;TRUE;$24,575;TRUE;M;43;$12,990;3;Minivan;yes;$0;0;No;0;$0;1;0
Ford;Explorer;2021;Diesel;390;33304;0;23669;1;TRUE;4;1;633963606;;;55;0;TRUE;$154,165;TRUE;M;47;$21,280;1;Van;yes;$615;1;No;5;$4,857;17;1
Nissan;Pathfinder;2018;Diesel;187;75108;0;14989;1;TRUE;2;1;363986810;;;41;3;TRUE;$79,213;TRUE;M;32;$13,520;5;Minivan;no;$1,192;2;No;2;$0;21;0
Honda;Accord;2018;Hybrid;236;62806;0;16219;1;FALSE;3;2;752309500;;;53;0;TRUE;$69,297;TRUE;M;41;$10,340;1;Pickup;yes;$0;0;No;0;$0;1;0
Toyota;Prius;2015;Petrol;288;117821;0;6217;1;TRUE;5;7;861034681;;;32;3;TRUE;$22,330;TRUE;F;37;$4,700;1;SUV;no;$0;0;No;0;$0;1;0
Toyota;Highlander;2016;Hybrid;144;101717;0;9328;1;TRUE;5;5;147215888;;;60;0;TRUE;$83,639;FALSE;F;40;$35,530;10;Sports Car;no;$3,868;1;No;3;$0;17;0
Nissan;Altima;2016;Diesel;246;109561;0;8543;1;TRUE;1;6;748083024;;;47;0;TRUE;$42,196;TRUE;F;50;$19,460;1;Sports Car;no;$0;0;No;0;$0;7;0
BMW;3 Series;2011;Diesel;253;176468;0;2000;3;TRUE;3;5;161018821;;;39;0;TRUE;$63,190;TRUE;F;31;$13,810;1;SUV;no;$19,618;4;Yes;1;$5,383;16;1
Ford;Explorer;2016;Hybrid;168;104679;0;9032;1;TRUE;3;8;618040112;;;56;0;TRUE;$57,750;FALSE;F;49;$10,280;10;SUV;no;$8,044;2;No;0;$0;18;0
BMW;X5;2015;Petrol;198;117036;0;10493;1;TRUE;5;3;338407124;;;34;3;TRUE;$61,220;TRUE;F;46;$4,900;7;SUV;no;$0;0;No;3;$2,610;1;1
Tesla;Model S;2000;Electric;535;349019;1;2000;3;FALSE;3;10;600009052;;;46;0;TRUE;$85,408;TRUE;M;24;$14,640;6;Minivan;no;$3,916;3;No;2;$0;12;0
Tesla;Model X;2004;Electric;335;280546;0;2000;2;FALSE;3;15;619836047;;;51;0;TRUE;$100,505;FALSE;M;21;$4,540;4;Minivan;no;$9,281;3;No;4;$0;;0
Toyota;Highlander;2007;Hybrid;221;239431;0;2000;3;FALSE;3;1;729199936;;;47;0;TRUE;$18,896;FALSE;M;14;$12,250;4;Minivan;yes;$40,844;1;Yes;2;$0;8;0
Honda;Civic;2012;Diesel;179;169878;1;2000;4;TRUE;4;3;173124759;;;40;0;TRUE;$64,032;FALSE;M;43;$20,360;10;Minivan;yes;$0;0;No;0;$0;;0
Chevrolet;Malibu;2004;Diesel;327;281801;1;2000;3;FALSE;1;9;877214038;;;35;1;TRUE;$117,579;TRUE;F;18;$14,080;7;Sports Car;no;$0;0;No;0;$0;11;0
Honda;CR-V;2021;Diesel;171;30760;0;23924;1;TRUE;4;1;744843458;;;50;0;TRUE;;TRUE;M;36;$11,530;1;Pickup;yes;$0;0;No;1;$0;10;0
Tesla;Model X;2003;Electric;698;299136;0;2000;3;FALSE;4;16;377052151;;;33;1;TRUE;$30,885;FALSE;F;33;$4,800;1;SUV;no;$6,772;3;No;0;$0;1;0
Ford;Explorer;2012;Petrol;232;171552;0;2000;3;FALSE;3;11;799079242;;;51;0;FALSE;$72,354;TRUE;M;44;$18,110;1;Van;yes;$2,060;3;No;7;$107,586;3;1
Tesla;Model Y;2008;Electric;987;223540;2;2000;4;FALSE;3;4;528487556;;;39;0;TRUE;$40,177;TRUE;F;27;$18,170;1;SUV;no;$0;0;No;0;$0;9;0
Toyota;Prius;2012;Hybrid;261;169591;0;2000;2;TRUE;2;8;616789234;;;45;0;TRUE;$92,049;TRUE;F;66;$6,000;1;Sports Car;no;$41,771;2;Yes;2;$0;13;0
BMW;X3;2012;Diesel;265;167232;2;2000;1;TRUE;4;9;203680274;;;28;4;TRUE;$68,394;TRUE;M;30;$2,340;6;Minivan;no;$6,013;2;No;8;$4,193;8;1
Honda;Pilot;2003;Petrol;120;292334;1;2000;3;FALSE;2;8;418989581;;;54;0;TRUE;$29,393;TRUE;F;29;$18,710;7;Sports Car;no;$0;0;Yes;0;$0;1;0
Chevrolet;Silverado;2013;Diesel;145;157989;0;2000;1;TRUE;1;8;591312483;;;36;2;FALSE;$94,958;TRUE;M;19;$12,490;1;Minivan;yes;$0;0;No;0;$4,840;1;1
Nissan;Pathfinder;2003;Diesel;256;302417;0;2000;2;FALSE;4;17;706593960;;;58;0;TRUE;$70,745;FALSE;M;15;$21,170;7;Van;yes;$0;0;No;3;$7,483;15;1
Honda;Civic;2008;Petrol;214;229636;0;2000;1;FALSE;3;14;573840556;;;43;2;TRUE;$15,726;FALSE;F;30;$7,370;10;Sports Car;no;$3,588;3;No;4;$9,742;4;1
Chevrolet;Tahoe;2014;Diesel;203;135857;0;2914;3;FALSE;5;1;834367523;;;42;0;TRUE;$22,486;FALSE;M;13;$12,810;1;Minivan;yes;$0;0;No;0;$0;22;0
Honda;Pilot;2004;Petrol;197;289954;0;2000;4;FALSE;5;20;399326465;;;53;1;TRUE;$46,573;TRUE;M;41;$22,830;6;Panel Truck;yes;$11,541;4;No;0;$0;9;0
Honda;Pilot;2014;Petrol;173;140692;0;2430;1;TRUE;2;4;32550499;;;53;0;TRUE;$22,395;TRUE;F;47;$9,040;6;Sports Car;no;$0;0;No;0;$8,748;1;1
Honda;Pilot;2008;Diesel;274;218658;1;2000;2;FALSE;2;10;789498504;;;40;2;TRUE;;FALSE;F;70;$5,500;1;SUV;no;$0;0;No;2;$1,995;11;1
Volkswagen;Golf;2002;Diesel;107;312572;0;2000;2;FALSE;4;22;849526552;;;41;1;TRUE;$117,352;FALSE;M;74;$24,050;1;Panel Truck;yes;$0;0;No;0;$0;;0
Ford;Mustang;2022;Diesel;185;16604;0;26839;1;FALSE;4;2;930659497;;;45;2;TRUE;$14,856;TRUE;F;29;$9,400;13;SUV;no;$0;0;No;2;$0;6;0
Toyota;Prius;2022;Hybrid;180;5000;0;28000;1;TRUE;1;2;843933160;;;46;0;TRUE;$71,667;FALSE;F;53;$31,500;10;Van;no;$0;0;No;0;$0;12;0
Chevrolet;Malibu;2020;Diesel;203;39690;0;21531;1;TRUE;1;4;865040392;;;38;3;TRUE;$79,678;TRUE;M;68;$13,150;8;Minivan;yes;$0;0;No;1;$0;6;0
Tesla;Model Y;2017;Electric;682;95282;0;19119;1;TRUE;1;5;338434340;;;60;0;TRUE;$148,887;TRUE;M;6;$20,570;7;Minivan;no;$1,012;2;No;2;$0;13;0
Honda;Accord;2015;Petrol;268;120660;0;5933;1;TRUE;2;9;809228729;;;43;3;TRUE;$48,077;TRUE;F;58;$21,210;6;Minivan;no;$3,931;1;No;5;$0;1;0
Honda;Pilot;2013;Diesel;220;149419;2;2000;4;FALSE;2;9;702857598;;;53;0;TRUE;$55,580;TRUE;F;10;$6,800;4;SUV;no;$0;0;No;0;$0;14;0
Ford;Explorer;2002;Diesel;424;309105;0;2000;2;FALSE;5;14;83085878;;;46;0;TRUE;$216,464;TRUE;M;44;$39,130;4;Panel Truck;no;$0;0;No;0;$4,493;13;1
Ford;Escape;2021;Diesel;350;21923;0;24807;1;FALSE;1;3;786298380;;;37;0;TRUE;$183,039;FALSE;M;45;$23,500;4;Panel Truck;yes;$0;0;No;1;$0;18;0
Volkswagen;Passat;2020;Hybrid;267;44917;0;21008;1;TRUE;5;1;972082697;;;51;0;TRUE;$85,076;TRUE;F;25;$25,860;4;Sports Car;no;$0;0;Yes;1;$0;8;0
Tesla;Model S;2006;Electric;782;250857;1;2000;4;FALSE;4;5;228836936;;;38;0;TRUE;$104,288;FALSE;M;47;$19,450;4;Minivan;yes;$0;0;No;1;$0;18;0
BMW;5 Series;2012;Petrol;218;165364;0;2000;1;TRUE;2;6;156788842;;;52;0;TRUE;$32,636;TRUE;M;32;$9,960;6;Pickup;yes;$5,243;3;No;0;$0;1;0
Honda;Pilot;2016;Diesel;187;102012;0;9298;1;TRUE;2;7;219754330;;;48;0;TRUE;;FALSE;M;47;$17,690;4;Van;yes;$0;0;No;2;$4,164;8;1
Toyota;Camry;2007;Hybrid;220;233960;1;2000;2;FALSE;2;11;531895374;;;55;0;TRUE;$70,112;TRUE;F;21;$22,740;6;Sports Car;no;$0;0;No;4;$1,356;1;1
Nissan;Altima;2014;Diesel;144;132458;0;3254;1;TRUE;5;4;982093332;;;33;3;TRUE;$6,503;TRUE;M;25;$12,480;6;Minivan;yes;$0;0;No;2;$0;1;0
Chevrolet;Tahoe;2019;Electric;309;59834;0;18016;1;TRUE;4;2;9697388;;;31;2;TRUE;$40,008;TRUE;M;47;$4,600;13;Pickup;no;$7,780;3;No;0;$0;;0
Nissan;Pathfinder;2006;Petrol;158;250580;3;2000;2;FALSE;1;3;705372363;;;24;3;TRUE;$13,003;TRUE;F;38;$3,900;1;SUV;no;$0;0;No;7;$1,089;1;1
Ford;Mustang;2022;Diesel;358;25128;0;25987;1;TRUE;3;1;512956250;;;33;4;FALSE;$0;TRUE;M;58;$6,100;5;Minivan;yes;$6,316;1;No;6;$0;1;0
Ford;Mustang;2011;Diesel;392;175293;1;2000;2;TRUE;2;12;5268940;;;36;3;TRUE;$0;TRUE;F;58;$5,100;1;SUV;no;$0;0;No;3;$4,363;10;1
Tesla;Model X;2019;Electric;730;65652;0;29058;1;TRUE;2;4;197331534;;;27;0;TRUE;$42,254;FALSE;F;47;$5,730;1;SUV;no;$32,025;3;Yes;3;$3,790;6;1
Ford;Escape;2012;Petrol;298;161761;0;2000;1;TRUE;2;6;306178262;;;53;0;TRUE;$186,706;TRUE;F;43;$38,700;3;Panel Truck;no;$0;0;No;0;$0;13;0
Chevrolet;Malibu;2017;Diesel;295;80065;0;12993;1;TRUE;4;2;185420697;;;39;2;TRUE;$12,876;FALSE;F;23;$5,400;4;Sports Car;no;$7,415;3;No;7;$4,144;4;1
Tesla;Model Y;2017;Electric;692;89511;0;20081;1;TRUE;1;5;391361740;;;32;3;TRUE;$0;TRUE;F;55;$2,530;1;Sports Car;no;$0;0;No;2;$0;1;0
Chevrolet;Equinox;2009;Petrol;366;206645;2;2000;1;FALSE;4;12;150380035;;;43;2;TRUE;$16,398;TRUE;M;19;$22,240;7;Van;no;$0;0;No;0;$0;7;0
Honda;Civic;2009;Petrol;230;207948;2;2000;3;FALSE;1;14;839627938;;;52;0;TRUE;$86,563;FALSE;M;53;$15,360;6;Minivan;no;$0;0;No;2;$0;9;0
Honda;Civic;2004;Petrol;258;287660;0;2000;3;FALSE;4;19;955298287;;;50;0;TRUE;$46,191;FALSE;F;15;$11,120;7;SUV;no;$4,292;2;No;2;$0;14;0
Ford;F-150;2001;Diesel;381;324034;0;2000;4;FALSE;1;15;772521714;;;51;0;TRUE;$205,354;FALSE;M;32;$22,040;3;Van;no;$1,305;4;No;0;$0;18;0
Ford;Explorer;2015;Diesel;228;121630;0;5837;1;FALSE;3;2;384332699;;;45;2;TRUE;$64,916;TRUE;F;57;$30,870;1;Pickup;no;$41,476;1;Yes;4;$4,303;12;1
Toyota;Highlander;2007;Hybrid;152;243641;0;2000;3;FALSE;4;13;143029080;;;53;0;TRUE;$81,900;TRUE;F;18;$16,200;6;SUV;no;$8,125;3;No;2;$22,638;12;1
Honda;Civic;2022;Diesel;110;14280;0;27072;1;FALSE;2;2;491181019;;;42;0;TRUE;$73,551;FALSE;F;33;$13,060;1;Minivan;no;$23,213;2;Yes;4;$2,027;8;1
Ford;F-150;2021;Diesel;345;23710;0;24629;1;TRUE;1;3;430513091;;;47;0;TRUE;$36,150;TRUE;F;16;$9,810;4;SUV;no;$0;0;No;0;$0;7;0
Honda;Civic;2007;Diesel;220;236045;1;2000;3;FALSE;5;5;914413360;;;41;2;TRUE;$30,984;TRUE;F;32;$9,980;1;Sports Car;no;$0;0;No;1;$0;1;0
BMW;X3;2014;Diesel;416;131311;1;5614;1;TRUE;4;1;899324979;;;49;0;TRUE;$41,483;TRUE;M;49;$15,400;3;Minivan;no;$3,516;1;No;5;$0;20;0
BMW;X5;2015;Diesel;339;126543;0;8909;1;FALSE;3;1;99001090;;;45;0;TRUE;$47,763;FALSE;F;24;$10,780;1;SUV;no;$7,176;4;No;0;$0;14;0
BMW;X5;2015;Diesel;221;118411;0;10264;1;TRUE;5;4;162650357;;;52;0;TRUE;$25,844;TRUE;F;43;$9,280;3;SUV;no;$0;0;No;0;$0;7;0
Honda;Accord;2005;Petrol;237;272514;0;2000;2;FALSE;2;11;824014076;;;50;0;TRUE;$124,092;FALSE;F;46;$14,880;1;Minivan;no;$1,597;2;Yes;7;$2,213;10;1
Ford;Escape;2002;Diesel;232;309062;2;2000;1;FALSE;2;22;431942614;;;51;0;TRUE;$51,650;TRUE;M;39;$27,930;7;Panel Truck;no;$1,872;2;No;1;$0;11;0
Honda;CR-V;2017;Diesel;177;88053;0;12194;1;TRUE;2;3;264990259;;;57;1;TRUE;$18,775;TRUE;F;68;$3,380;13;Sports Car;no;$0;0;No;0;$0;14;0
Toyota;Prius;2013;Hybrid;184;151285;1;2000;4;FALSE;4;1;26465136;;;45;2;TRUE;$1,405;TRUE;F;30;$12,470;1;SUV;no;$0;0;No;0;$0;12;0
Honda;Accord;2016;Diesel;180;103034;0;9196;1;TRUE;4;4;791714037;;;50;0;TRUE;$0;FALSE;F;33;$11,050;6;SUV;no;$0;0;No;0;$0;9;0
Honda;Civic;2008;Diesel;198;222393;3;2000;3;FALSE;2;4;877178697;;;41;0;TRUE;$130;TRUE;F;42;$5,340;7;Sports Car;no;$0;0;No;0;$0;1;0
Ford;F-150;2021;Diesel;222;26721;0;24327;1;TRUE;2;3;573265015;;;46;0;TRUE;$61,585;TRUE;M;27;$11,470;10;Minivan;yes;$0;0;No;0;$0;8;0
